billing_record_id,usage_date,project_id,service_name,sku_category,environment,owning_team,gcp_region,usage_quantity,usage_unit,daily_cost_usd,committed_use_covered_pct,idle_resource_score,rightsizing_savings_usd,label_compliance,budget_threshold_pct,cost_anomaly
bill-002208,2026-02-17,data-platform,Vertex AI,database,sandbox,mlops,europe-west1,211.526,node_hour,107.57,0.73,0.523,29.47,1,180,0
bill-002209,2026-02-18,shared-services,Cloud SQL,database,dev,mlops,us-central1,5300.254,slot_hour,49.64,0.87,0.231,4.62,1,98.3,0
bill-002210,2026-02-19,ml-prod,Pub/Sub,training,dev,mlops,us-east1,4480.542,gibibyte,8.43,0.27,0.706,2.53,1,77.34,0
bill-002211,2026-02-20,shared-services,BigQuery,training,staging,mlops,us-central1,5366.284,node_hour,148.48,0.46,0.628,27.74,0,161.39,0
bill-002212,2026-02-21,ml-prod,Compute Engine,database,staging,finops,asia-south1,3870.041,gibibyte,131.62,0.31,0.508,17.22,1,180,0
bill-002213,2026-02-22,ml-prod,Compute Engine,storage,staging,data,us-east1,4291.163,gibibyte,59.61,0.4,0.895,26.1,0,88.31,0
bill-002214,2026-02-23,payments-prod,GKE,network,staging,mlops,us-east1,1536.858,request,86.82,0.74,0.496,16.27,1,81.91,0
bill-002215,2026-02-24,data-platform,GKE,database,prod,mlops,asia-south1,7139.07,request,221.49,0.87,0.44,46.54,0,91.9,0
bill-002216,2026-02-25,shared-services,Cloud SQL,network,dev,data,asia-south1,5885.541,node_hour,20.31,0.06,0.418,2.41,1,40.22,0
bill-002217,2026-02-26,ml-prod,BigQuery,memory,prod,backend,asia-south1,2302.154,node_hour,154.53,0.15,0.645,16.8,1,73.94,0
bill-002218,2026-02-27,shared-services,GKE,cpu,prod,finops,europe-west1,5079.215,hour,154.62,0.09,0.39,28.09,1,64.16,0
bill-002219,2026-02-28,ml-prod,Pub/Sub,query,prod,mlops,europe-west1,5708.213,slot_hour,30.2,0.44,0.39,5.0,1,83.43,0
bill-002220,2026-03-01,data-platform,Cloud Storage,network,sandbox,finops,europe-west1,5199.856,slot_hour,6.7,0.47,0.406,1.44,1,46.21,0
bill-002221,2026-03-02,sandbox,Pub/Sub,cpu,sandbox,platform,us-east1,3893.044,hour,3.6,0.3,0.482,0.79,0,47.37,0
bill-002222,2026-03-03,shared-services,Vertex AI,cpu,prod,backend,us-central1,4723.51,slot_hour,390.78,0.16,0.051,8.02,1,135.22,0
bill-002223,2026-03-04,analytics-dev,BigQuery,memory,staging,data,us-east1,1133.272,node_hour,58.42,0.4,0.504,9.2,1,63.5,0
bill-002224,2026-03-05,sandbox,BigQuery,query,prod,backend,europe-west1,6358.653,slot_hour,180.42,0.7,0.142,8.24,1,86.33,0
bill-002225,2026-03-06,payments-prod,GKE,memory,prod,mlops,us-central1,4096.092,gibibyte,340.78,0.39,0.474,43.93,1,141.4,0
bill-002226,2026-03-07,data-platform,GKE,memory,prod,finops,europe-west1,6113.634,slot_hour,87.15,0.14,0.616,10.38,1,36.16,0
bill-002227,2026-03-08,sandbox,Vertex AI,network,prod,mlops,europe-west1,130.018,gibibyte,490.82,0.24,0.534,106.97,1,169.83,0
bill-002228,2026-03-09,shared-services,Compute Engine,query,prod,finops,europe-west1,664.089,gibibyte,61.55,0.16,0.551,11.29,1,40.23,0
bill-002229,2026-03-10,analytics-dev,Vertex AI,storage,staging,data,us-east1,2897.148,hour,151.53,0.68,0.924,43.3,1,119.31,0
bill-002230,2026-03-11,ml-prod,Cloud Storage,query,prod,finops,us-east1,4786.57,node_hour,84.34,0.64,0.396,14.82,1,115.53,0
bill-002231,2026-03-12,payments-prod,Vertex AI,training,prod,platform,us-central1,4240.749,node_hour,486.82,0.35,0.161,26.86,1,168.45,0
bill-002232,2026-03-13,shared-services,Vertex AI,memory,prod,backend,us-central1,6778.085,node_hour,313.64,0.75,0.378,27.79,1,108.53,0
bill-002233,2026-03-14,analytics-dev,Compute Engine,database,sandbox,platform,europe-west1,6013.98,hour,39.71,0.28,0.373,7.41,1,134.61,0
bill-002234,2026-03-15,sandbox,Compute Engine,database,dev,finops,us-central1,1665.036,gibibyte,46.11,0.93,0.632,4.55,1,105.39,0
bill-002235,2026-03-16,payments-prod,Vertex AI,training,prod,finops,europe-west1,4805.234,node_hour,532.93,0.81,0.553,71.77,1,180,0
bill-002236,2026-03-17,analytics-dev,Cloud SQL,network,prod,platform,asia-south1,554.562,node_hour,140.42,0.8,0.444,20.06,1,79.33,0
bill-002237,2026-03-18,ml-prod,BigQuery,network,staging,platform,us-central1,4840.465,slot_hour,85.04,0.55,0.567,12.93,1,92.43,0
bill-002238,2026-03-19,shared-services,Cloud SQL,network,dev,data,asia-south1,3703.215,gibibyte,116.47,0.11,0.592,34.37,1,180,1
bill-002239,2026-03-20,analytics-dev,GKE,memory,prod,platform,us-central1,167.138,hour,202.58,0.31,0.345,19.42,1,84.06,0
bill-002240,2026-03-21,sandbox,Pub/Sub,network,sandbox,backend,asia-south1,7931.546,hour,5.61,0.25,0.483,0.84,1,73.82,0
bill-002241,2026-03-22,sandbox,GKE,training,prod,data,us-central1,2004.252,slot_hour,318.22,0.71,0.02,2.07,1,132.04,0
bill-002242,2026-03-23,ml-prod,GKE,cpu,prod,backend,asia-south1,5580.583,hour,141.5,0.1,0.647,24.11,1,58.71,0
bill-002243,2026-03-24,payments-prod,Cloud SQL,memory,prod,backend,asia-south1,1411.847,gibibyte,194.73,0.57,0.771,68.34,1,110.02,0
bill-002244,2026-03-25,data-platform,Cloud SQL,storage,prod,data,asia-south1,1412.549,node_hour,290.7,0.22,0.361,47.56,1,164.24,0
bill-002245,2026-03-26,analytics-dev,GKE,database,prod,finops,europe-west1,1485.637,slot_hour,242.25,0.8,0.412,19.91,1,100.52,0
bill-002246,2026-03-27,shared-services,Cloud SQL,storage,sandbox,platform,global,5733.607,node_hour,34.38,0.72,0.405,4.25,1,101.12,0
bill-002247,2026-03-28,shared-services,Pub/Sub,database,prod,platform,us-central1,7135.402,node_hour,25.01,0.51,0.502,3.42,0,69.09,0
bill-002248,2026-03-29,payments-prod,Compute Engine,memory,prod,finops,us-central1,3686.332,gibibyte,198.54,0.35,0.089,2.93,1,129.76,0
bill-002249,2026-03-30,payments-prod,GKE,storage,dev,backend,us-central1,4947.879,node_hour,59.68,0.46,0.156,2.42,1,87.12,0
bill-002250,2026-03-31,shared-services,BigQuery,query,prod,data,us-central1,728.739,gibibyte,429.61,0.78,0.174,31.79,1,180,0
bill-002251,2026-04-01,ml-prod,Pub/Sub,training,prod,mlops,asia-south1,821.131,gibibyte,52.86,0.57,0.517,13.52,1,146.02,0
bill-002252,2026-04-02,analytics-dev,GKE,training,staging,backend,europe-west1,7384.559,node_hour,89.41,0.2,0.524,21.25,1,84.35,0
bill-002253,2026-04-03,ml-prod,Pub/Sub,storage,prod,data,us-east1,6929.866,hour,15.29,0.49,0,0.0,1,42.24,0
bill-002254,2026-04-04,payments-prod,Vertex AI,storage,staging,mlops,us-east1,2452.711,hour,284.05,0.85,0.655,85.91,1,180,1
bill-002255,2026-04-05,data-platform,GKE,training,prod,platform,asia-south1,2111.356,hour,363.91,0.66,0.441,65.74,1,151.0,0
bill-002256,2026-04-06,analytics-dev,Cloud Storage,memory,dev,mlops,asia-south1,2570.713,request,27.96,0.37,0.876,6.03,1,131.58,0
bill-002257,2026-04-07,ml-prod,Pub/Sub,network,dev,data,asia-south1,6910.5,gibibyte,7.84,0.51,0.758,1.72,1,71.93,0
bill-002258,2026-04-08,shared-services,Compute Engine,storage,sandbox,backend,asia-south1,1981.355,node_hour,31.33,0.69,0.902,4.32,0,106.2,0
bill-002259,2026-04-09,analytics-dev,Cloud Storage,cpu,dev,finops,global,3022.531,gibibyte,24.31,0.48,0.883,11.0,1,114.4,0
bill-002260,2026-04-10,sandbox,Pub/Sub,cpu,staging,mlops,us-central1,2674.18,node_hour,9.67,0.93,0.562,1.22,0,58.96,0
bill-002261,2026-04-11,payments-prod,Cloud Storage,storage,staging,platform,asia-south1,840.982,node_hour,54.37,0.39,0.519,5.63,1,167.29,0
bill-002262,2026-04-12,analytics-dev,Cloud Storage,query,prod,finops,europe-west1,5478.947,request,81.92,0.65,0.164,6.69,1,112.22,0
bill-002263,2026-04-13,payments-prod,GKE,query,prod,finops,europe-west1,4051.868,request,182.89,0.4,0.326,11.02,1,75.89,0
bill-002264,2026-04-14,sandbox,Compute Engine,cpu,prod,platform,asia-south1,7505.628,hour,263.79,0.88,0.545,41.41,1,172.41,0
bill-002265,2026-04-15,payments-prod,BigQuery,network,staging,mlops,us-central1,2853.567,request,80.79,0.22,0.703,18.85,1,87.82,0
bill-002266,2026-04-16,payments-prod,Vertex AI,cpu,prod,platform,europe-west1,4471.745,gibibyte,201.61,0.33,0.379,25.88,1,69.76,0
bill-002267,2026-04-17,ml-prod,Vertex AI,storage,sandbox,data,us-central1,6305.072,hour,71.64,0.57,0.434,15.69,1,130.25,0
bill-002268,2026-04-18,sandbox,Cloud Storage,database,sandbox,mlops,asia-south1,911.433,node_hour,15.24,0.92,0.526,4.05,1,105.1,0
bill-002269,2026-04-19,analytics-dev,Pub/Sub,query,prod,data,europe-west1,4418.97,node_hour,41.25,0.23,0,0.0,1,113.95,0
bill-002270,2026-04-20,analytics-dev,Compute Engine,cpu,dev,platform,us-central1,6117.019,node_hour,46.3,0.7,0.524,3.72,1,105.83,0
bill-002271,2026-04-21,data-platform,GKE,cpu,prod,finops,us-east1,2841.557,request,378.66,0.48,0.153,22.39,1,157.12,0
bill-002272,2026-04-22,sandbox,BigQuery,database,dev,mlops,us-east1,2191.706,gibibyte,37.45,0.38,0.648,6.17,1,62.94,0
bill-002273,2026-04-23,sandbox,BigQuery,database,sandbox,platform,global,2589.634,request,46.06,0.44,0.579,8.91,1,115.15,0
bill-002274,2026-04-24,shared-services,BigQuery,network,staging,data,asia-south1,3212.237,request,139.11,0.06,0.633,38.34,0,151.21,0
bill-002275,2026-04-25,ml-prod,GKE,cpu,prod,platform,us-central1,2431.91,node_hour,222.16,0.71,0.563,21.96,1,92.18,0
bill-002276,2026-04-26,data-platform,Compute Engine,database,dev,mlops,asia-south1,3864.267,gibibyte,80.26,0.67,0.329,9.45,1,180,0
bill-002277,2026-04-27,data-platform,Vertex AI,memory,sandbox,platform,europe-west1,6683.705,slot_hour,51.29,0.23,0.676,7.18,1,93.25,0
bill-002278,2026-04-28,analytics-dev,Cloud Storage,network,dev,platform,us-central1,7700.717,node_hour,18.52,0.38,0.698,2.52,1,87.15,0
bill-002279,2026-04-29,analytics-dev,Cloud SQL,network,staging,data,us-central1,1256.817,node_hour,144.87,0.81,0.507,12.2,1,180,0
bill-002280,2026-04-30,analytics-dev,Cloud Storage,memory,sandbox,backend,global,5731.01,gibibyte,5.23,0.43,0.84,1.05,1,36.07,0
bill-002281,2026-05-01,payments-prod,Cloud SQL,query,staging,finops,europe-west1,7822.962,request,88.83,0.95,0.713,19.03,1,113.88,0
bill-002282,2026-05-02,shared-services,Pub/Sub,cpu,dev,data,asia-south1,5645.271,node_hour,6.28,0.88,0.489,0.79,1,57.61,0
bill-002283,2026-05-03,analytics-dev,Cloud Storage,training,staging,platform,europe-west1,7554.021,request,20.86,0.35,0.919,7.4,1,64.18,0
bill-002284,2026-05-04,sandbox,BigQuery,database,staging,mlops,us-central1,7047.923,node_hour,72.14,0.23,0.342,5.44,1,78.41,0
bill-002285,2026-05-05,data-platform,GKE,query,prod,platform,us-central1,6532.354,hour,333.74,0.33,0.3,21.18,1,138.48,0
bill-002286,2026-05-06,ml-prod,Vertex AI,storage,prod,platform,global,6245.091,node_hour,231.26,0.43,0.651,50.82,1,80.02,0
bill-002287,2026-05-07,ml-prod,Compute Engine,storage,prod,finops,us-east1,452.01,request,124.95,0.15,0.426,29.02,1,81.67,0
bill-002288,2026-05-08,analytics-dev,Compute Engine,network,dev,platform,asia-south1,3324.49,node_hour,42.89,0.59,0.808,15.59,1,98.03,0
bill-002289,2026-05-09,ml-prod,Pub/Sub,cpu,dev,backend,us-central1,7227.79,request,11.4,0.22,0.862,1.63,1,104.59,0
bill-002290,2026-05-10,payments-prod,Vertex AI,training,prod,platform,europe-west1,399.87,slot_hour,155.53,0.17,0.167,7.2,1,53.82,0
bill-002291,2026-05-11,shared-services,BigQuery,storage,prod,mlops,europe-west1,3012.525,gibibyte,126.94,0.91,0.434,29.02,1,60.74,0
bill-002292,2026-05-12,sandbox,Compute Engine,database,staging,mlops,global,4177.671,gibibyte,33.41,0.86,0.486,5.22,1,49.5,0
bill-002293,2026-05-13,sandbox,Vertex AI,query,prod,finops,us-east1,5473.356,request,588.94,0.13,0.486,78.4,1,180,0
bill-002294,2026-05-14,shared-services,BigQuery,training,dev,mlops,europe-west1,7914.485,gibibyte,59.31,0.75,0.533,5.1,1,99.68,0
bill-002295,2026-05-15,payments-prod,Cloud SQL,cpu,prod,mlops,us-east1,6713.446,slot_hour,224.93,0.92,0.27,19.05,1,127.08,0
bill-002296,2026-05-16,analytics-dev,Cloud SQL,query,prod,mlops,europe-west1,216.433,request,147.22,0.14,0.408,24.19,0,83.18,0
bill-002297,2026-05-17,analytics-dev,BigQuery,training,prod,mlops,us-central1,1717.757,hour,234.93,0.7,0.176,6.57,1,112.41,0
bill-002298,2026-05-18,shared-services,Pub/Sub,database,sandbox,data,global,4286.233,gibibyte,3.93,0.94,0.682,0.47,0,51.71,0
bill-002299,2026-05-19,sandbox,BigQuery,network,dev,mlops,us-east1,3094.647,slot_hour,35.74,0.1,0.501,9.3,0,60.07,0
bill-002300,2026-05-20,data-platform,GKE,query,staging,finops,europe-west1,1511.343,hour,106.63,0.27,0.182,8.59,1,100.59,0
bill-002301,2026-05-21,shared-services,Pub/Sub,network,staging,backend,asia-south1,5237.556,node_hour,21.83,0.76,0.58,5.49,1,133.11,0
bill-002302,2026-05-22,analytics-dev,GKE,cpu,prod,platform,europe-west1,262.102,request,318.18,0.17,0.159,10.18,1,132.02,0
bill-002303,2026-05-23,payments-prod,Pub/Sub,cpu,prod,mlops,us-east1,6514.607,request,26.96,0.07,0.316,1.42,1,74.48,0
bill-002304,2026-05-24,shared-services,Cloud Storage,training,dev,finops,global,820.544,hour,36.48,0.09,0.681,8.76,1,171.67,0
bill-002305,2026-05-25,payments-prod,Vertex AI,training,prod,backend,global,7173.667,slot_hour,358.65,0.24,0.461,78.43,1,124.1,0
bill-002306,2026-05-26,analytics-dev,GKE,network,sandbox,backend,global,3862.859,hour,32.75,0.06,0.291,4.49,1,71.2,0
bill-002307,2026-05-27,data-platform,Cloud SQL,query,staging,finops,asia-south1,6682.302,slot_hour,101.3,0.45,0.557,19.16,1,129.87,0
bill-002308,2026-05-28,ml-prod,BigQuery,query,prod,mlops,us-central1,1389.418,node_hour,133.41,0.7,0.239,17.08,1,63.83,0
bill-002309,2026-05-29,analytics-dev,Cloud SQL,training,staging,platform,global,5626.769,slot_hour,57.88,0.38,0.854,7.87,1,74.21,0
bill-002310,2026-05-30,ml-prod,Compute Engine,storage,dev,finops,global,415.529,request,104.34,0.48,0.646,33.51,1,180,1
bill-002311,2026-05-31,payments-prod,Vertex AI,database,dev,data,us-east1,577.042,node_hour,129.86,0.46,0.504,29.08,1,158.37,0
bill-002312,2026-06-01,shared-services,Cloud Storage,memory,sandbox,finops,asia-south1,6675.31,hour,11.05,0.83,0.554,3.31,1,76.21,0
bill-002313,2026-06-02,ml-prod,Cloud Storage,query,prod,backend,europe-west1,4933.871,node_hour,28.69,0.92,0.665,10.46,1,39.3,0
bill-002314,2026-06-03,data-platform,Cloud SQL,network,dev,backend,us-central1,3331.448,gibibyte,51.79,0.79,0.742,12.38,1,102.55,0
bill-002315,2026-06-04,payments-prod,Compute Engine,storage,prod,backend,us-east1,7093.604,node_hour,184.42,0.06,0.125,3.68,1,120.54,0
bill-002316,2026-06-05,sandbox,Vertex AI,memory,prod,finops,global,5358.735,hour,222.42,0.17,0.466,52.25,1,76.96,0
bill-002317,2026-06-06,shared-services,Compute Engine,training,staging,data,us-central1,5499.876,gibibyte,63.35,0.76,0.827,18.54,1,93.85,0
bill-002318,2026-06-07,data-platform,Pub/Sub,cpu,prod,backend,asia-south1,4630.872,node_hour,63.45,0.7,0.228,2.49,1,175.28,0
bill-002319,2026-06-08,data-platform,Cloud SQL,cpu,prod,platform,us-central1,4970.393,request,232.67,0.33,0.447,42.43,1,131.45,0
bill-002320,2026-06-09,sandbox,Cloud Storage,network,dev,mlops,us-central1,1788.333,slot_hour,22.91,0.18,0.462,4.4,1,107.81,0
bill-002321,2026-06-10,shared-services,Cloud SQL,memory,dev,mlops,asia-south1,446.328,slot_hour,107.49,0.49,0.57,9.74,1,180,0
bill-002322,2026-06-11,shared-services,Pub/Sub,memory,sandbox,data,global,6336.186,gibibyte,3.23,0.25,0.484,0.76,1,42.5,0
bill-002323,2026-06-12,sandbox,Compute Engine,network,staging,finops,europe-west1,1988.967,slot_hour,26.37,0.73,0.675,6.57,1,39.07,0
bill-002324,2026-06-13,analytics-dev,Pub/Sub,database,prod,mlops,us-central1,2418.922,gibibyte,33.29,0.11,0.545,7.86,1,91.96,0
bill-002325,2026-06-14,data-platform,Cloud Storage,query,staging,finops,europe-west1,4452.067,gibibyte,24.71,0.12,0.534,7.18,1,76.03,0
bill-002326,2026-06-15,shared-services,GKE,training,dev,backend,europe-west1,6168.353,node_hour,76.91,0.22,0.511,10.15,1,112.28,0
bill-002327,2026-06-16,analytics-dev,Vertex AI,training,dev,data,europe-west1,7607.87,slot_hour,148.17,0.56,0.852,44.94,1,180,0
bill-002328,2026-06-17,analytics-dev,Pub/Sub,query,prod,backend,global,3473.149,gibibyte,38.87,0.6,0.166,2.61,1,107.38,0
bill-002329,2026-06-18,payments-prod,Pub/Sub,database,prod,backend,us-central1,4019.348,hour,39.74,0.45,0.348,5.06,0,109.78,0
bill-002330,2026-06-19,shared-services,Cloud SQL,memory,prod,data,asia-south1,3908.568,node_hour,217.74,0.18,0.376,27.37,1,123.02,0
bill-002331,2026-06-20,ml-prod,Cloud Storage,memory,prod,data,global,908.762,gibibyte,74.99,0.62,0.573,19.74,1,102.73,0
bill-002332,2026-06-21,data-platform,Cloud Storage,database,staging,data,global,4752.436,slot_hour,31.67,0.39,0.32,2.81,1,97.45,0
bill-002333,2026-06-22,payments-prod,Cloud SQL,database,dev,finops,europe-west1,5430.798,slot_hour,138.8,0.22,0.673,43.09,1,180,1
bill-002334,2026-06-23,analytics-dev,Cloud Storage,query,sandbox,backend,us-east1,1310.105,node_hour,9.64,0.13,0.6,2.8,1,66.48,0
bill-002335,2026-06-24,ml-prod,BigQuery,storage,sandbox,finops,us-central1,7738.228,gibibyte,40.4,0.17,0.735,6.91,1,101.0,0
bill-002336,2026-06-25,ml-prod,Vertex AI,database,dev,backend,us-central1,3382.373,node_hour,43.92,0.78,0.455,9.23,1,53.56,0
bill-002337,2026-06-26,analytics-dev,GKE,training,dev,finops,global,3139.233,node_hour,67.94,0.31,0.799,8.98,1,99.18,0
bill-002338,2026-06-27,analytics-dev,Vertex AI,cpu,prod,backend,global,6822.911,request,439.34,0.14,0.117,12.82,1,152.02,0
bill-002339,2026-06-28,sandbox,Cloud SQL,query,dev,platform,us-central1,3856.933,hour,33.26,0.06,0.667,8.22,1,65.86,0
bill-002340,2026-06-29,analytics-dev,Cloud SQL,storage,prod,backend,asia-south1,7383.446,slot_hour,264.24,0.86,0.204,11.66,1,149.29,0
bill-002341,2026-01-01,shared-services,GKE,memory,prod,backend,us-central1,7545.841,hour,684.09,0.8,0.425,127.3,1,180,1
bill-002342,2026-01-02,data-platform,Cloud Storage,memory,sandbox,backend,global,7647.699,gibibyte,11.9,0.43,0.636,3.66,1,82.07,0
bill-002343,2026-01-03,shared-services,Compute Engine,cpu,prod,platform,asia-south1,318.966,node_hour,111.19,0.22,0.205,8.26,1,72.67,0
bill-002344,2026-01-04,shared-services,Vertex AI,query,dev,mlops,global,3770.191,gibibyte,125.73,0.33,0.826,18.77,1,153.33,0
bill-002345,2026-01-05,data-platform,Cloud Storage,training,sandbox,mlops,global,599.516,slot_hour,14.97,0.27,0.744,3.7,1,103.24,0
bill-002346,2026-01-06,payments-prod,Cloud SQL,memory,sandbox,finops,us-east1,6121.067,request,30.45,0.73,0.709,7.68,1,89.56,0
bill-002347,2026-01-07,ml-prod,Compute Engine,database,prod,finops,asia-south1,4785.88,request,208.05,0.16,0.061,5.72,1,135.98,0
bill-002348,2026-01-08,data-platform,Compute Engine,storage,dev,finops,us-east1,1393.175,gibibyte,24.45,0.65,0.455,4.31,1,55.89,0
bill-002349,2026-01-09,ml-prod,Cloud Storage,database,dev,mlops,global,4980.261,hour,21.51,0.29,0.623,4.19,1,101.22,0
bill-002350,2026-01-10,shared-services,Vertex AI,query,prod,data,asia-south1,1344.277,hour,241.39,0.27,0.337,33.3,1,83.53,0
bill-002351,2026-01-11,data-platform,Pub/Sub,cpu,prod,platform,global,511.485,slot_hour,47.01,0.16,0.248,5.44,1,129.86,0
bill-002352,2026-01-12,shared-services,Cloud SQL,cpu,prod,data,asia-south1,1440.733,gibibyte,157.68,0.75,0.504,21.43,1,89.08,0
bill-002353,2026-01-13,ml-prod,GKE,storage,prod,finops,global,2026.406,slot_hour,232.05,0.41,0.574,66.0,1,96.29,0
bill-002354,2026-01-14,payments-prod,BigQuery,query,prod,backend,asia-south1,6928.877,node_hour,305.97,0.95,0.128,12.95,1,146.4,0
bill-002355,2026-01-15,ml-prod,BigQuery,storage,prod,finops,asia-south1,2987.669,slot_hour,242.38,0.24,0.272,22.55,1,115.97,0
bill-002356,2026-01-16,shared-services,Cloud Storage,network,prod,platform,global,7244.82,node_hour,79.37,0.14,0.454,11.23,1,108.73,0
bill-002357,2026-01-17,analytics-dev,Pub/Sub,cpu,prod,finops,asia-south1,1450.081,request,67.67,0.08,0.662,23.76,1,180,0
bill-002358,2026-01-18,shared-services,Vertex AI,memory,staging,platform,europe-west1,4696.562,hour,258.32,0.41,0.675,78.08,1,180,0
bill-002359,2026-01-19,analytics-dev,Cloud SQL,database,prod,finops,asia-south1,526.163,request,142.98,0.1,0.375,25.91,1,80.78,0
bill-002360,2026-01-20,shared-services,Cloud Storage,cpu,prod,data,europe-west1,6429.713,slot_hour,71.84,0.95,0.419,8.32,1,98.41,0
bill-002361,2026-01-21,data-platform,GKE,storage,prod,backend,us-central1,7560.372,gibibyte,488.04,0.87,0.313,33.58,1,180,0
bill-002362,2026-01-22,analytics-dev,Vertex AI,query,staging,finops,us-east1,5892.983,hour,108.63,0.69,0.395,9.91,1,85.54,0
bill-002363,2026-01-23,data-platform,GKE,training,staging,finops,us-east1,2994.149,request,218.63,0.49,0.731,46.68,1,180,0
bill-002364,2026-01-24,payments-prod,GKE,training,sandbox,platform,europe-west1,2690.342,slot_hour,30.49,0.93,0.461,5.96,1,66.28,0
bill-002365,2026-01-25,payments-prod,Cloud Storage,cpu,prod,mlops,europe-west1,2149.209,gibibyte,49.94,0.88,0.2,3.62,1,68.41,0
bill-002366,2026-01-26,ml-prod,Compute Engine,memory,staging,finops,asia-south1,340.682,request,81.14,0.72,0.413,13.26,1,120.21,0
bill-002367,2026-01-27,data-platform,Pub/Sub,memory,prod,finops,us-east1,5668.82,node_hour,35.72,0.83,0.452,2.68,1,98.67,0
bill-002368,2026-01-28,sandbox,Cloud SQL,database,prod,platform,asia-south1,5932.632,request,147.79,0.45,0.065,4.41,1,83.5,0
bill-002369,2026-01-29,payments-prod,Pub/Sub,query,prod,backend,global,7141.796,gibibyte,38.42,0.23,0.52,5.34,0,106.13,0
bill-002370,2026-01-30,shared-services,BigQuery,storage,staging,data,global,2932.126,gibibyte,114.58,0.08,0.626,37.75,1,124.54,0
bill-002371,2026-01-31,shared-services,Cloud Storage,network,prod,platform,europe-west1,6599.757,gibibyte,53.05,0.56,0.703,7.94,1,72.67,0
bill-002372,2026-02-01,sandbox,Compute Engine,storage,sandbox,mlops,us-central1,4425.835,request,55.33,0.09,0.596,11.78,1,180,0
bill-002373,2026-02-02,analytics-dev,Cloud SQL,cpu,prod,data,us-east1,5213.057,hour,366.83,0.06,0.771,106.36,1,180,0
bill-002374,2026-02-03,payments-prod,Pub/Sub,memory,sandbox,backend,europe-west1,7121.079,slot_hour,9.21,0.37,0.327,1.36,1,121.18,0
bill-002375,2026-02-04,data-platform,BigQuery,network,staging,data,global,1900.451,gibibyte,70.43,0.88,0.564,17.55,1,76.55,0
bill-002376,2026-02-05,sandbox,GKE,storage,dev,platform,global,1293.638,hour,115.56,0.67,0.632,12.01,1,168.7,0
bill-002377,2026-02-06,ml-prod,Vertex AI,memory,dev,finops,asia-south1,3405.391,slot_hour,113.7,0.73,0.68,40.57,1,138.66,0
bill-002378,2026-02-07,payments-prod,GKE,storage,staging,platform,global,93.708,node_hour,111.46,0.11,0.806,26.36,1,105.15,0
bill-002379,2026-02-08,payments-prod,BigQuery,storage,prod,mlops,asia-south1,3368.234,node_hour,284.86,0.42,0.51,47.58,1,136.3,0
bill-002380,2026-02-09,ml-prod,Pub/Sub,training,prod,finops,us-central1,5354.518,node_hour,42.95,0.62,0.184,2.11,1,118.65,0
bill-002381,2026-02-10,sandbox,Cloud Storage,storage,dev,mlops,global,6847.094,hour,27.23,0.88,0.929,12.43,1,128.14,0
bill-002382,2026-02-11,sandbox,Cloud SQL,network,prod,data,us-central1,2229.831,hour,243.25,0.37,0.027,1.61,1,137.43,0
bill-002383,2026-02-12,data-platform,BigQuery,cpu,prod,backend,global,7193.974,gibibyte,235.43,0.53,0.684,60.55,1,112.65,0
bill-002384,2026-02-13,payments-prod,Vertex AI,training,dev,platform,europe-west1,760.799,request,78.8,0.38,0.62,26.55,1,96.1,0
bill-002385,2026-02-14,data-platform,GKE,training,dev,platform,us-central1,6503.896,slot_hour,52.38,0.83,0.312,5.99,1,76.47,0
bill-002386,2026-02-15,shared-services,Compute Engine,network,dev,mlops,us-east1,515.553,gibibyte,61.52,0.79,0.756,12.91,1,140.62,0
bill-002387,2026-02-16,analytics-dev,Vertex AI,memory,prod,platform,europe-west1,20.759,gibibyte,199.99,0.69,0.196,18.68,1,69.2,0
bill-002388,2026-02-17,payments-prod,Cloud SQL,training,sandbox,data,us-east1,679.694,hour,13.71,0.61,0.753,3.84,1,40.32,0
bill-002389,2026-02-18,ml-prod,Compute Engine,network,prod,data,us-east1,4620.173,node_hour,85.21,0.89,0.515,16.81,1,55.69,0
bill-002390,2026-02-19,data-platform,Pub/Sub,database,prod,platform,us-central1,7450.056,gibibyte,38.86,0.23,0.172,1.35,1,107.35,0
bill-002391,2026-02-20,sandbox,BigQuery,network,dev,platform,asia-south1,3444.752,hour,86.76,0.75,0.464,19.97,1,145.82,0
bill-002392,2026-02-21,sandbox,GKE,network,staging,backend,europe-west1,7554.604,hour,80.67,0.65,0.195,4.99,1,76.1,0
bill-002393,2026-02-22,ml-prod,Cloud SQL,cpu,prod,platform,global,7773.081,node_hour,239.89,0.36,0.061,7.79,0,135.53,0
bill-002394,2026-02-23,shared-services,Cloud Storage,cpu,dev,data,global,5502.88,slot_hour,25.24,0.49,0.411,1.56,1,118.78,0
bill-002395,2026-02-24,sandbox,Compute Engine,network,sandbox,backend,europe-west1,458.653,slot_hour,26.96,0.54,0.424,4.11,1,91.39,0
bill-002396,2026-02-25,ml-prod,Compute Engine,memory,sandbox,backend,us-central1,1996.204,slot_hour,43.72,0.82,0.636,5.87,1,148.2,0
bill-002397,2026-02-26,sandbox,Pub/Sub,query,prod,backend,us-central1,2310.502,request,36.87,0.24,0.168,2.04,1,101.85,0
bill-002398,2026-02-27,payments-prod,Cloud SQL,memory,sandbox,platform,us-east1,4725.939,gibibyte,26.83,0.05,0.814,11.93,1,78.91,0
